id,author_organization,end,entity_group,score,start,word
85,spo.,,,,,
85,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
86,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
87,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
87,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
91,EPD,3.0,ORG,0.9994564056396484,0.0,EPD
93,alri.,,,,,
93,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
93,epd,,,,,
94,F.A.S.,6.0,ORG,0.9897370934486389,0.0,F.A.S.
95,FAZ.NET,3.0,ORG,0.9939318299293518,0.0,FAZ
95,FAZ.NET,7.0,ORG,0.978076159954071,4.0,NET
98,F.A.Z.,6.0,ORG,0.9877486228942871,0.0,F.A.Z.
99,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
100,jant.,,,,,
100,pca.,,,,,
100,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
100,Reuters,7.0,ORG,0.9986574649810791,0.0,Reuters
100,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
101,epd,,,,,
106,now.,,,,,
106,tja.,,,,,
106,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
109,chrs.,5.0,ORG,0.9532060027122498,0.0,chrs.
109,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
109,KNA,3.0,ORG,0.9999492764472961,0.0,KNA
111,F.A.Z.,6.0,ORG,0.9877486228942871,0.0,F.A.Z.
113,alri.,,,,,
113,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
116,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
119,FAZ.NET,3.0,ORG,0.9939318299293518,0.0,FAZ
119,FAZ.NET,7.0,ORG,0.978076159954071,4.0,NET
125,FAZ.NET,3.0,ORG,0.9939318299293518,0.0,FAZ
125,FAZ.NET,7.0,ORG,0.978076159954071,4.0,NET
125,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
126,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
127,F.A.Z.,6.0,ORG,0.9877486228942871,0.0,F.A.Z.
128,F.A.Z.,6.0,ORG,0.9877486228942871,0.0,F.A.Z.
130,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
130,KNA,3.0,ORG,0.9999492764472961,0.0,KNA
130,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
136,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
140,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
141,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
145,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
146,F.A.S.,6.0,ORG,0.9897370934486389,0.0,F.A.S.
147,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
148,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
149,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
151,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
152,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
152,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
153,afp,3.0,ORG,0.9996680617332458,0.0,afp
153,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
157,dpa,3.0,ORG,0.9996488094329834,0.0,dpa
163,AFP,3.0,ORG,0.9998588562011719,0.0,AFP
164,FAZ.NET mit dpa,7.0,ORG,0.9810267686843872,0.0,FAZ.NET
