id,author_organization,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
85,[START] spo. [END],,,,,,相声,zh,-1.5177803039550781,Q2119392
85,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.4663615822792053,Q40464
86,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631015777587891,Q287461
87,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631022334098816,Q287461
87,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.466361403465271,Q40464
91,[START] EPD [END],3.0,ORG,0.9994564056396484,0.0,EPD,Établissement public à caractère administratif en France,fr,-0.44860297441482544,Q3244038
93,[START] alri. [END],,,,,,Alfabeto fonetico internazionale,it,-0.7103627920150757,Q21204
93,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632657289505005,Q287461
93,[START] epd [END],,,,,,EPD,sl,-1.1146055459976196,Q719519
94,[START] F.A.S. [END],6.0,ORG,0.9897370934486388,0.0,F.A.S.,F.A.S.,de,-0.622961163520813,Q248103
95,[START] FAZ.NET [END],3.0,ORG,0.9939318299293518,0.0,FAZ,Frankfurter Allgemeine Zeitung,en,-0.30294403433799744,Q10184
95,[START] FAZ.NET [END],7.0,ORG,0.978076159954071,4.0,NET,Frankfurter Allgemeine Zeitung,en,-0.30294397473335266,Q10184
98,[START] F.A.Z. [END],6.0,ORG,0.9877486228942872,0.0,F.A.Z.,F.A.Z.,en,-0.3499111235141754,Q10184
99,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.4666757583618164,Q40464
100,[START] jant. [END],,,,,,Jantar,en,-1.1665172576904297,Q6155587
100,[START] pca. [END],,,,,,パーセント,ja,-1.0214287042617798,Q11229
100,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7634772658348083,Q287461
100,[START] Reuters [END],7.0,ORG,0.9986574649810792,0.0,Reuters,Reuters,en,-0.3503015637397766,Q130879
100,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.46655023097991943,Q40464
101,[START] epd [END],,,,,,EPD,sl,-1.1146061420440674,Q719519
106,[START] now. [END],,,,,,List of U.S. state abbreviations,en,-0.4913087785243988,Q3240721
106,[START] tja. [END],,,,,,Naaktheid,nl,-1.5273523330688477,Q10791
106,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.46655023097991943,Q40464
109,[START] chrs. [END],5.0,ORG,0.9532060027122498,0.0,chrs.,Język cerkiewnosłowiański,pl,-0.38664498925209045,Q33251
109,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7634771466255188,Q287461
109,[START] KNA [END],3.0,ORG,0.999949276447296,0.0,KNA,KNA,ja,-0.5387431383132935,Q563381
111,[START] F.A.Z. [END],6.0,ORG,0.9877486228942872,0.0,F.A.Z.,F.A.Z.,en,-0.34991127252578735,Q10184
113,[START] alri. [END],,,,,,Alfabeto fonetico internazionale,it,-0.71036297082901,Q21204
113,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632660269737244,Q287461
116,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632659673690796,Q287461
119,[START] FAZ.NET [END],3.0,ORG,0.9939318299293518,0.0,FAZ,Frankfurter Allgemeine Zeitung,en,-0.30281955003738403,Q10184
119,[START] FAZ.NET [END],7.0,ORG,0.978076159954071,4.0,NET,Frankfurter Allgemeine Zeitung,en,-0.30281946063041687,Q10184
125,[START] FAZ.NET [END],3.0,ORG,0.9939318299293518,0.0,FAZ,Frankfurter Allgemeine Zeitung,en,-0.3028193414211273,Q10184
125,[START] FAZ.NET [END],7.0,ORG,0.978076159954071,4.0,NET,Frankfurter Allgemeine Zeitung,en,-0.3028194308280945,Q10184
125,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7634771466255188,Q287461
126,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632659673690796,Q287461
127,[START] F.A.Z. [END],6.0,ORG,0.9877486228942872,0.0,F.A.Z.,F.A.Z.,en,-0.34991127252578735,Q10184
128,[START] F.A.Z. [END],6.0,ORG,0.9877486228942872,0.0,F.A.Z.,F.A.Z.,en,-0.3499111235141754,Q10184
130,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632660269737244,Q287461
130,[START] KNA [END],3.0,ORG,0.999949276447296,0.0,KNA,KNA,ja,-0.5387431383132935,Q563381
130,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.466361403465271,Q40464
136,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631021738052368,Q287461
140,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631015777587891,Q287461
141,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631022334098816,Q287461
145,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631021738052368,Q287461
146,[START] F.A.S. [END],6.0,ORG,0.9897370934486388,0.0,F.A.S.,F.A.S.,de,-0.622961163520813,Q248103
147,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632661461830139,Q287461
148,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632657289505005,Q287461
149,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632660269737244,Q287461
151,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632659673690796,Q287461
152,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631021738052368,Q287461
152,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.4663615822792053,Q40464
153,[START] afp [END],3.0,ORG,0.9996680617332458,0.0,afp,Język angielski,pl,-0.6512348055839539,Q1860
153,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631022334098816,Q287461
157,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7631021738052368,Q287461
163,[START] AFP [END],3.0,ORG,0.999858856201172,0.0,AFP,Agence France-Presse,pl,-0.46667540073394775,Q40464
164,[START] FAZ.NET mit dpa [END],7.0,ORG,0.9810267686843872,0.0,FAZ.NET,Frankfurter Allgemeine Zeitung,de,-0.08014710247516632,Q10184
164,[START] FAZ.NET mit dpa [END],15.0,ORG,0.9999465346336364,12.0,dpa,Frankfurter Allgemeine Zeitung,de,-0.0801466703414917,Q10184
166,[START] F.A.Z. [END],6.0,ORG,0.9877486228942872,0.0,F.A.Z.,F.A.Z.,en,-0.3499113619327545,Q10184
167,[START] dpa [END],3.0,ORG,0.9996488094329834,0.0,dpa,Dpa,pl,-0.7632659673690796,Q287461
167,[START] afp [END],3.0,ORG,0.9996680617332458,0.0,afp,Język angielski,pl,-0.651397168636322,Q1860
167,[START] Reuters [END],7.0,ORG,0.9986574649810792,0.0,Reuters,Reuters,en,-0.3503013849258423,Q130879
167,[START] marf. [END],,,,,,Marfin,en,-1.3267590999603271,Q650036
168,[START] FAZ.NET [END],3.0,ORG,0.9939318299293518,0.0,FAZ,Frankfurter Allgemeine Zeitung,en,-0.3028194308280945,Q10184
