id,topic_label,end,entity_group,score,start,word
0,border,,,,,
0,said,,,,,
0,biden,,,,,
0,president,,,,,
1,border,,,,,
1,crisis,,,,,
1,biden,,,,,
1,administration,,,,,
2,belarus,7.0,LOC,0.9999707341194153,0.0,belarus
2,eu,,,,,
2,poland,6.0,LOC,0.9999296069145203,0.0,poland
2,belarusian,8.0,MISC,0.8901251554489136,0.0,belarusi
3,title,,,,,
3,title 42,,,,,
3,42,,,,,
3,border,,,,,
4,border,,,,,
4,said,,,,,
4,biden,,,,,
4,president,,,,,
5,migrants,,,,,
5,antonio,7.0,PER,0.9986450672149658,0.0,antonio
5,san antonio,11.0,LOC,0.9999743103981018,0.0,san antonio
5,truck,,,,,
6,caravan,,,,,
6,migrants,,,,,
6,mexico,6.0,LOC,0.9999823570251465,0.0,mexico
6,tapachula,,,,,
7,caravan,,,,,
7,migrants,,,,,
7,mexico,6.0,LOC,0.9999823570251465,0.0,mexico
7,tapachula,,,,,
8,mayorkas,,,,,
8,border,,,,,
8,dhs,,,,,
8,security,,,,,
9,border,,,,,
9,said,,,,,
9,biden,,,,,
9,president,,,,,
10,ukraine,6.0,MISC,0.8481897711753845,0.0,ukrain
10,russian,3.0,MISC,0.9307260513305664,0.0,rus
10,said,,,,,
10,ukrainian,6.0,MISC,0.9741621613502502,0.0,ukrain
11,border,,,,,
11,said,,,,,
11,biden,,,,,
11,president,,,,,
12,title,,,,,
12,title 42,,,,,
12,42,,,,,
12,border,,,,,
13,afghanistan,11.0,LOC,0.9791803359985352,0.0,afghanistan
13,afghans,,,,,
13,afghan,6.0,MISC,0.8626899123191833,2.0,ghan
13,taliban,,,,,
14,border,,,,,
14,agents,,,,,
14,migrants,,,,,
14,patrol,,,,,
15,border,,,,,
15,said,,,,,
15,biden,,,,,
15,president,,,,,
16,migrants,,,,,
16,antonio,7.0,PER,0.9986450672149658,0.0,antonio
16,san antonio,11.0,LOC,0.9999743103981018,0.0,san antonio
16,truck,,,,,
17,border,,,,,
17,said,,,,,
