id,author_person,end,entity_group,score,start,word
22,Mollie Hemingway,16.0,PER,0.9999675750732422,0.0,Mollie Hemingway
24,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
25,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
26,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
27,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
28,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
29,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
30,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
31,Audrey Unverferth,17.0,PER,0.9999650120735168,0.0,Audrey Unverferth
32,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
33,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
34,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
35,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
36,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
37,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
39,Christopher Bedford,19.0,PER,0.9999954700469971,0.0,Christopher Bedford
40,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
41,Jordan Lamb,11.0,PER,0.999985933303833,0.0,Jordan Lamb
42,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
43,Jon Feere,9.0,PER,0.9999948143959045,0.0,Jon Feere
44,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
45,James Varney,12.0,PER,0.9999938011169434,0.0,James Varney
46,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
47,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
48,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
49,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
50,Tristan Justice,15.0,ORG,0.7221524119377136,0.0,Tristan Justice
51,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
52,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
53,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
54,Tristan Justice,15.0,ORG,0.7221524119377136,0.0,Tristan Justice
55,Chuck DeVore,12.0,PER,0.9999862313270569,0.0,Chuck DeVore
56,Ken Cuccinelli,14.0,PER,0.9999901056289673,0.0,Ken Cuccinelli
57,John Daniel Davidson,20.0,PER,0.999991774559021,0.0,John Daniel Davidson
58,Shawn Fleetwood,15.0,PER,0.9999939203262329,0.0,Shawn Fleetwood
59,Spencer Lindquist,17.0,PER,0.9999853372573853,0.0,Spencer Lindquist
60,Todd Bensman,12.0,PER,0.9999925494194031,0.0,Todd Bensman
61,Jordan Boyd,11.0,PER,0.9999894499778748,0.0,Jordan Boyd
